HydroRoR_inflow_NO,HydroRoR_inflow_SE,HydroRoR_inflow_FI,HydroRoR_inflow_DK,HydroRoR_inflow_IE,HydroRoR_inflow_UK,HydroRoR_inflow_NL,HydroRoR_inflow_BE,HydroRoR_inflow_LU,HydroRoR_inflow_DE,HydroRoR_inflow_PL,HydroRoR_inflow_LV,HydroRoR_inflow_EE,HydroRoR_inflow_LT,HydroRoR_inflow_CZ,HydroRoR_inflow_AT,HydroRoR_inflow_SK,HydroRoR_inflow_HU,HydroRoR_inflow_FR,HydroRoR_inflow_CH,HydroRoR_inflow_IT,HydroRoR_inflow_SI,HydroRoR_inflow_HR,HydroRoR_inflow_RO,HydroRoR_inflow_BG,HydroRoR_inflow_GR,HydroRoR_inflow_ES,HydroRoR_inflow_PT
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
9154.840931,0,0,0,45.83193277,533.9050181,7.727703709,31.90343603,5.877540503,1775.301461,63.89698268,39.74887604,0,43.50510331,101.7813887,4008.319409,454.3518856,30.22128385,3423.164631,2796.851299,3979.017374,370.740776,197.2343786,1533.081645,230.2574291,137.4809688,542.3594934,30.29844738
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,45.30252101,474.9500509,7.681430034,31.72619472,5.743343304,1746.287916,62.56747421,43.7748876,0,43.81365014,102.0846318,4000.354863,443.3586766,28.7821751,3361.248001,2785.338005,4026.541243,362.5005135,196.9223606,1519.216094,237.8610953,94.05266071,536.5674243,109.2279816
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,44.65966387,488.7753056,7.681430034,31.54895341,5.637187669,1729.332479,62.00344032,48.58906016,0,44.12219697,102.0846318,4003.870743,434.717503,27.49725657,3335.498017,2773.82471,4105.708904,354.3312878,196.1813178,1456.091349,228.4019851,94.05266071,534.1437925,133.1701866
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
14556.3383,0,0,0,43.90336134,506.6924718,7.635156359,31.46033275,5.534799381,1707.288072,61.51998269,51.72040248,0,44.47482192,102.0846318,4017.001482,428.8374144,26.31513152,3316.664695,2762.311416,4120.529988,353.976104,196.7663516,1323.63885,220.0091134,94.05266071,528.967901,23.32667521
